dataset_id,language,name_native,name_english,display_name,translation_status,category,pokemon_types,hp,stage,evolves_from_native,collector_number,set_total,set_id,set_name_native,set_name_english,rarity,illustrator,pokedex_numbers,regulation_mark,available_finishes,release_date,source_record,source_url
en-bw1-93,en,Energy Search,Energy Search,Energy Search,native_english,Trainer,,,,,93,114,bw1,Black & White,Black & White,Common,Ryo Ueda,,,,,data/Black & White/Black & White/93.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/93.ts
en-bw1-94,en,Energy Switch,Energy Switch,Energy Switch,native_english,Trainer,,,,,94,114,bw1,Black & White,Black & White,Uncommon,Kent Kanetsuna,,,,,data/Black & White/Black & White/94.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/94.ts
en-bw1-95,en,Full Heal,Full Heal,Full Heal,native_english,Trainer,,,,,95,114,bw1,Black & White,Black & White,Uncommon,5ban Graphics,,,,,data/Black & White/Black & White/95.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/95.ts
en-bw1-96,en,PlusPower,PlusPower,PlusPower,native_english,Trainer,,,,,96,114,bw1,Black & White,Black & White,Uncommon,5ban Graphics,,,,,data/Black & White/Black & White/96.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/96.ts
en-bw1-97,en,Poké Ball,Poké Ball,Poké Ball,native_english,Trainer,,,,,97,114,bw1,Black & White,Black & White,Uncommon,Yuri Umemura,,,,,data/Black & White/Black & White/97.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/97.ts
en-bw1-98,en,Pokédex,Pokédex,Pokédex,native_english,Trainer,,,,,98,114,bw1,Black & White,Black & White,Uncommon,Noriko Hotta,,,,,data/Black & White/Black & White/98.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/98.ts
en-bw1-99,en,Pokémon Communication,Pokémon Communication,Pokémon Communication,native_english,Trainer,,,,,99,114,bw1,Black & White,Black & White,Uncommon,5ban Graphics,,,,,data/Black & White/Black & White/99.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Black & White/99.ts
en-bw7-1,en,Oddish,Oddish,Oddish,native_english,Pokemon,Grass,50,Basic,,1,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Kanako Eo,,,,,data/Black & White/Boundaries Crossed/1.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/1.ts
en-bw7-10,en,Shaymin,Shaymin,Shaymin,native_english,Pokemon,Grass,70,Basic,,10,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Kagemaru Himeno,,,,,data/Black & White/Boundaries Crossed/10.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/10.ts
en-bw7-100,en,Black Kyurem,Black Kyurem,Black Kyurem,native_english,Pokemon,Dragon,130,Basic,,100,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/100.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/100.ts
en-bw7-101,en,Black Kyurem-EX,Black Kyurem-EX,Black Kyurem-EX,native_english,Pokemon,Dragon,180,,,101,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Eske Yoshinob,,,,,data/Black & White/Boundaries Crossed/101.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/101.ts
en-bw7-102,en,White Kyurem,White Kyurem,White Kyurem,native_english,Pokemon,Dragon,130,Basic,,102,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/102.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/102.ts
en-bw7-103,en,White Kyurem-EX,White Kyurem-EX,White Kyurem-EX,native_english,Pokemon,Dragon,180,,,103,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Eske Yoshinob,,,,,data/Black & White/Boundaries Crossed/103.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/103.ts
en-bw7-104,en,Rattata,Rattata,Rattata,native_english,Pokemon,Colorless,30,Basic,,104,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Yukiko Baba,,,,,data/Black & White/Boundaries Crossed/104.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/104.ts
en-bw7-105,en,Raticate,Raticate,Raticate,native_english,Pokemon,Colorless,60,Stage1,Rattata,105,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Naoki Saito,,,,,data/Black & White/Boundaries Crossed/105.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/105.ts
en-bw7-106,en,Meowth,Meowth,Meowth,native_english,Pokemon,Colorless,60,Basic,,106,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/106.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/106.ts
en-bw7-107,en,Farfetch’d,Farfetch’d,Farfetch’d,native_english,Pokemon,Colorless,60,Basic,,107,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/107.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/107.ts
en-bw7-108,en,Ditto,Ditto,Ditto,native_english,Pokemon,Colorless,70,Basic,,108,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,HiRON,,,,,data/Black & White/Boundaries Crossed/108.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/108.ts
en-bw7-109,en,Snorlax,Snorlax,Snorlax,native_english,Pokemon,Colorless,100,Basic,,109,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/109.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/109.ts
en-bw7-11,en,Snivy,Snivy,Snivy,native_english,Pokemon,Grass,60,Basic,,11,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Mizue,,,,,data/Black & White/Boundaries Crossed/11.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/11.ts
en-bw7-110,en,Togepi,Togepi,Togepi,native_english,Pokemon,Colorless,40,Basic,,110,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/110.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/110.ts
en-bw7-111,en,Dunsparce,Dunsparce,Dunsparce,native_english,Pokemon,Colorless,60,Basic,,111,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Kagemaru Himeno,,,,,data/Black & White/Boundaries Crossed/111.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/111.ts
en-bw7-112,en,Taillow,Taillow,Taillow,native_english,Pokemon,Colorless,50,Basic,,112,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/112.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/112.ts
en-bw7-113,en,Skitty,Skitty,Skitty,native_english,Pokemon,Colorless,60,Basic,,113,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,sui,,,,,data/Black & White/Boundaries Crossed/113.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/113.ts
en-bw7-114,en,Delcatty,Delcatty,Delcatty,native_english,Pokemon,Colorless,90,Stage1,Skitty,114,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/114.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/114.ts
en-bw7-115,en,Spinda,Spinda,Spinda,native_english,Pokemon,Colorless,70,Basic,,115,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ken Sugimori,,,,,data/Black & White/Boundaries Crossed/115.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/115.ts
en-bw7-116,en,Buneary,Buneary,Buneary,native_english,Pokemon,Colorless,60,Basic,,116,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,MAHOU,,,,,data/Black & White/Boundaries Crossed/116.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/116.ts
en-bw7-117,en,Lopunny,Lopunny,Lopunny,native_english,Pokemon,Colorless,90,Stage1,Buneary,117,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,TOKIYA,,,,,data/Black & White/Boundaries Crossed/117.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/117.ts
en-bw7-118,en,Patrat,Patrat,Patrat,native_english,Pokemon,Colorless,60,Basic,,118,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Atsuko Nishida,,,,,data/Black & White/Boundaries Crossed/118.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/118.ts
en-bw7-119,en,Watchog,Watchog,Watchog,native_english,Pokemon,Colorless,90,Stage1,Patrat,119,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Naoki Saito,,,,,data/Black & White/Boundaries Crossed/119.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/119.ts
en-bw7-12,en,Servine,Servine,Servine,native_english,Pokemon,Grass,80,Stage1,Snivy,12,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Mizue,,,,,data/Black & White/Boundaries Crossed/12.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/12.ts
en-bw7-120,en,Lillipup,Lillipup,Lillipup,native_english,Pokemon,Colorless,60,Basic,,120,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Kagemaru Himeno,,,,,data/Black & White/Boundaries Crossed/120.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/120.ts
en-bw7-121,en,Herdier,Herdier,Herdier,native_english,Pokemon,Colorless,80,Stage1,Lillipup,121,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Masakazu Fukuda,,,,,data/Black & White/Boundaries Crossed/121.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/121.ts
en-bw7-122,en,Stoutland,Stoutland,Stoutland,native_english,Pokemon,Colorless,140,Stage2,Herdier,122,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/122.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/122.ts
en-bw7-123,en,Pidove,Pidove,Pidove,native_english,Pokemon,Colorless,60,Basic,,123,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Tomokazu Komiya,,,,,data/Black & White/Boundaries Crossed/123.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/123.ts
en-bw7-124,en,Tranquill,Tranquill,Tranquill,native_english,Pokemon,Colorless,80,Stage1,Pidove,124,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Kanako Eo,,,,,data/Black & White/Boundaries Crossed/124.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/124.ts
en-bw7-125,en,Unfezant,Unfezant,Unfezant,native_english,Pokemon,Colorless,130,Stage2,Tranquill,125,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Hajime Kusajima,,,,,data/Black & White/Boundaries Crossed/125.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/125.ts
en-bw7-126,en,Audino,Audino,Audino,native_english,Pokemon,Colorless,80,Basic,,126,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Mitsuhiro Arita,,,,,data/Black & White/Boundaries Crossed/126.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/126.ts
en-bw7-127,en,Aspertia City Gym,Aspertia City Gym,Aspertia City Gym,native_english,Trainer,,,,,127,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/127.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/127.ts
en-bw7-128,en,Energy Search,Energy Search,Energy Search,native_english,Trainer,,,,,128,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/128.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/128.ts
en-bw7-129,en,Great Ball,Great Ball,Great Ball,native_english,Trainer,,,,,129,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/129.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/129.ts
en-bw7-13,en,Serperior,Serperior,Serperior,native_english,Pokemon,Grass,140,Stage2,Servine,13,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Mizue,,,,,data/Black & White/Boundaries Crossed/13.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/13.ts
en-bw7-130,en,Hugh,Hugh,Hugh,native_english,Trainer,,,,,130,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Yusuke Ohmura,,,,,data/Black & White/Boundaries Crossed/130.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/130.ts
en-bw7-131,en,Poké Ball,Poké Ball,Poké Ball,native_english,Trainer,,,,,131,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Yuri Umemura,,,,,data/Black & White/Boundaries Crossed/131.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/131.ts
en-bw7-132,en,Potion,Potion,Potion,native_english,Trainer,,,,,132,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ayaka Yoshida,,,,,data/Black & White/Boundaries Crossed/132.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/132.ts
en-bw7-133,en,Rocky Helmet,Rocky Helmet,Rocky Helmet,native_english,Trainer,,,,,133,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/133.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/133.ts
en-bw7-134,en,Skyla,Skyla,Skyla,native_english,Trainer,,,,,134,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Yusuke Ohmura,,,,,data/Black & White/Boundaries Crossed/134.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/134.ts
en-bw7-135,en,Switch,Switch,Switch,native_english,Trainer,,,,,135,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Ayaka Yoshida,,,,,data/Black & White/Boundaries Crossed/135.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/135.ts
en-bw7-136,en,Town Map,Town Map,Town Map,native_english,Trainer,,,,,136,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Toyste Beach,,,,,data/Black & White/Boundaries Crossed/136.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/136.ts
en-bw7-137,en,Computer Search,Computer Search,Computer Search,native_english,Trainer,,,,,137,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/137.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/137.ts
en-bw7-138,en,Crystal Edge,Crystal Edge,Crystal Edge,native_english,Trainer,,,,,138,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/138.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/138.ts
en-bw7-139,en,Crystal Wall,Crystal Wall,Crystal Wall,native_english,Trainer,,,,,139,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/139.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/139.ts
en-bw7-14,en,Cottonee,Cottonee,Cottonee,native_english,Pokemon,Grass,50,Basic,,14,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,sui,,,,,data/Black & White/Boundaries Crossed/14.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/14.ts
en-bw7-140,en,Gold Potion,Gold Potion,Gold Potion,native_english,Trainer,,,,,140,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/140.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/140.ts
en-bw7-141,en,Celebi-EX,Celebi-EX,Celebi-EX,native_english,Pokemon,Grass,110,,,141,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/141.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/141.ts
en-bw7-142,en,Keldeo-EX,Keldeo-EX,Keldeo-EX,native_english,Pokemon,Water,170,,,142,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/142.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/142.ts
en-bw7-143,en,Cresselia-EX,Cresselia-EX,Cresselia-EX,native_english,Pokemon,Psychic,170,,,143,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/143.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/143.ts
en-bw7-144,en,Landorus-EX,Landorus-EX,Landorus-EX,native_english,Pokemon,Fighting,180,,,144,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/144.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/144.ts
en-bw7-145,en,Black Kyurem-EX,Black Kyurem-EX,Black Kyurem-EX,native_english,Pokemon,Dragon,180,,,145,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/145.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/145.ts
en-bw7-146,en,White Kyurem-EX,White Kyurem-EX,White Kyurem-EX,native_english,Pokemon,Dragon,180,,,146,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/146.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/146.ts
en-bw7-147,en,Bianca,Bianca,Bianca,native_english,Trainer,,,,,147,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,Megumi Mizutani,,,,,data/Black & White/Boundaries Crossed/147.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/147.ts
en-bw7-148,en,Cheren,Cheren,Cheren,native_english,Trainer,,,,,148,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,Megumi Mizutani,,,,,data/Black & White/Boundaries Crossed/148.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/148.ts
en-bw7-149,en,Skyla,Skyla,Skyla,native_english,Trainer,,,,,149,149,bw7,Boundaries Crossed,Boundaries Crossed,Ultra Rare,Kanako Eo,,,,,data/Black & White/Boundaries Crossed/149.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/149.ts
en-bw7-15,en,Whimsicott,Whimsicott,Whimsicott,native_english,Pokemon,Grass,80,Stage1,Cottonee,15,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Kagemaru Himeno,,,,,data/Black & White/Boundaries Crossed/15.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/15.ts
en-bw7-150,en,Golurk,Golurk,Golurk,native_english,Pokemon,Psychic,130,Stage1,Golett,150,149,bw7,Boundaries Crossed,Boundaries Crossed,Secret Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/150.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/150.ts
en-bw7-151,en,Terrakion,Terrakion,Terrakion,native_english,Pokemon,Fighting,130,Basic,,151,149,bw7,Boundaries Crossed,Boundaries Crossed,Secret Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/151.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/151.ts
en-bw7-152,en,Altaria,Altaria,Altaria,native_english,Pokemon,Dragon,70,Stage1,Swablu,152,149,bw7,Boundaries Crossed,Boundaries Crossed,Secret Rare,5ban Graphics,,,,,data/Black & White/Boundaries Crossed/152.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/152.ts
en-bw7-153,en,Rocky Helmet,Rocky Helmet,Rocky Helmet,native_english,Trainer,,,,,153,149,bw7,Boundaries Crossed,Boundaries Crossed,Secret Rare,Ryo Ueda,,,,,data/Black & White/Boundaries Crossed/153.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/153.ts
en-bw7-16,en,Petilil,Petilil,Petilil,native_english,Pokemon,Grass,50,Basic,,16,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,sui,,,,,data/Black & White/Boundaries Crossed/16.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/16.ts
en-bw7-17,en,Lilligant,Lilligant,Lilligant,native_english,Pokemon,Grass,80,Stage1,Petilil,17,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Kanako Eo,,,,,data/Black & White/Boundaries Crossed/17.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/17.ts
en-bw7-18,en,Charmander,Charmander,Charmander,native_english,Pokemon,Fire,70,Basic,,18,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Akira Komayama,,,,,data/Black & White/Boundaries Crossed/18.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/18.ts
en-bw7-19,en,Charmeleon,Charmeleon,Charmeleon,native_english,Pokemon,Fire,90,Stage1,Charmander,19,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Masakazu Fukuda,,,,,data/Black & White/Boundaries Crossed/19.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/19.ts
en-bw7-2,en,Gloom,Gloom,Gloom,native_english,Pokemon,Grass,80,Stage1,Oddish,2,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Atsuko Nishida,,,,,data/Black & White/Boundaries Crossed/2.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/2.ts
en-bw7-20,en,Charizard,Charizard,Charizard,native_english,Pokemon,Fire,160,Stage2,Charmeleon,20,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,hatachu,,,,,data/Black & White/Boundaries Crossed/20.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/20.ts
en-bw7-21,en,Numel,Numel,Numel,native_english,Pokemon,Fire,90,Basic,,21,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,match,,,,,data/Black & White/Boundaries Crossed/21.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/21.ts
en-bw7-22,en,Camerupt,Camerupt,Camerupt,native_english,Pokemon,Fire,130,Stage1,Numel,22,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Akira Komayama,,,,,data/Black & White/Boundaries Crossed/22.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/22.ts
en-bw7-23,en,Victini,Victini,Victini,native_english,Pokemon,Fire,70,Basic,,23,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Masakazu Fukuda,,,,,data/Black & White/Boundaries Crossed/23.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/23.ts
en-bw7-24,en,Tepig,Tepig,Tepig,native_english,Pokemon,Fire,60,Basic,,24,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/24.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/24.ts
en-bw7-25,en,Pignite,Pignite,Pignite,native_english,Pokemon,Fire,90,Stage1,Tepig,25,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/25.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/25.ts
en-bw7-26,en,Emboar,Emboar,Emboar,native_english,Pokemon,Fire,150,Stage2,Pignite,26,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/26.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/26.ts
en-bw7-27,en,Darumaka,Darumaka,Darumaka,native_english,Pokemon,Fire,70,Basic,,27,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Aya Kusube,,,,,data/Black & White/Boundaries Crossed/27.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/27.ts
en-bw7-28,en,Darmanitan,Darmanitan,Darmanitan,native_english,Pokemon,Fire,110,Stage1,Darumaka,28,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,kawayoo,,,,,data/Black & White/Boundaries Crossed/28.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/28.ts
en-bw7-29,en,Squirtle,Squirtle,Squirtle,native_english,Pokemon,Water,60,Basic,,29,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,Kanako Eo,,,,,data/Black & White/Boundaries Crossed/29.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/29.ts
en-bw7-3,en,Vileplume,Vileplume,Vileplume,native_english,Pokemon,Grass,140,Stage2,Gloom,3,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Shin Nagasawa,,,,,data/Black & White/Boundaries Crossed/3.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/3.ts
en-bw7-30,en,Wartortle,Wartortle,Wartortle,native_english,Pokemon,Water,80,Stage1,Squirtle,30,149,bw7,Boundaries Crossed,Boundaries Crossed,Uncommon,Mizue,,,,,data/Black & White/Boundaries Crossed/30.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/30.ts
en-bw7-31,en,Blastoise,Blastoise,Blastoise,native_english,Pokemon,Water,140,Stage2,Wartortle,31,149,bw7,Boundaries Crossed,Boundaries Crossed,Rare,Satoshi Shirai,,,,,data/Black & White/Boundaries Crossed/31.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/31.ts
en-bw7-32,en,Psyduck,Psyduck,Psyduck,native_english,Pokemon,Water,60,Basic,,32,149,bw7,Boundaries Crossed,Boundaries Crossed,Common,match,,,,,data/Black & White/Boundaries Crossed/32.ts,https://github.com/tcgdex/cards-database/blob/master/data/Black & White/Boundaries Crossed/32.ts
