dataset_id,language,name_native,name_english,display_name,translation_status,category,pokemon_types,hp,stage,evolves_from_native,collector_number,set_total,set_id,set_name_native,set_name_english,rarity,illustrator,pokedex_numbers,regulation_mark,available_finishes,release_date,source_record,source_url
ja-M5-006,ja,ヤバソチャ,Sinistcha,ヤバソチャ (Sinistcha),verified_name_map,Pokemon,Grass,60,Stage1,チャデス,006,81,M5,アビスアイ,,Uncommon,mingo,,J,normal,2026-05-22,data-asia/M/M5/006.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/006.ts
ja-M5-007,ja,ヒードラン,Heatran,ヒードラン (Heatran),verified_name_map,Pokemon,Fire,140,Basic,,007,81,M5,アビスアイ,,Uncommon,Takeshi Nakamura,,J,normal,2026-05-22,data-asia/M/M5/007.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/007.ts
ja-M5-008,ja,ヤクデ,Sizzlipede,ヤクデ (Sizzlipede),verified_name_map,Pokemon,Fire,80,Basic,,008,81,M5,アビスアイ,,Common,Yuya Oka,,J,normal,2026-05-22,data-asia/M/M5/008.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/008.ts
ja-M5-009,ja,マルヤクデ,Centiskorch,マルヤクデ (Centiskorch),verified_name_map,Pokemon,Fire,140,Stage1,ヤクデ,009,81,M5,アビスアイ,,Common,Kouki Saitou,,J,normal,2026-05-22,data-asia/M/M5/009.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/009.ts
ja-M5-010,ja,カルボウ,Charcadet,カルボウ (Charcadet),verified_name_map,Pokemon,Fire,80,Basic,,010,81,M5,アビスアイ,,Common,Ryuta Fuse,,J,normal,2026-05-22,data-asia/M/M5/010.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/010.ts
ja-M5-011,ja,グレンアルマ,Armarouge,グレンアルマ (Armarouge),verified_name_map,Pokemon,Fire,140,Stage1,カルボウ,011,81,M5,アビスアイ,,Rare,Jiro Sasumo,,J,holo,2026-05-22,data-asia/M/M5/011.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/011.ts
ja-M5-012,ja,トサキント,Goldeen,トサキント (Goldeen),verified_name_map,Pokemon,Water,70,Basic,,012,81,M5,アビスアイ,,Common,Shibuzoh.,,J,normal,2026-05-22,data-asia/M/M5/012.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/012.ts
ja-M5-013,ja,アズマオウ,Seaking,アズマオウ (Seaking),verified_name_map,Pokemon,Water,110,Stage1,トサキント,013,81,M5,アビスアイ,,Uncommon,OKUBO,,J,normal,2026-05-22,data-asia/M/M5/013.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/013.ts
ja-M5-014,ja,ホエルコ,Wailmer,ホエルコ (Wailmer),verified_name_map,Pokemon,Water,130,Basic,,014,81,M5,アビスアイ,,Common,Asako Ito,,J,normal,2026-05-22,data-asia/M/M5/014.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/014.ts
ja-M5-015,ja,ホエルオーex,Wailord ex,ホエルオーex (Wailord ex),verified_name_map_with_suffix,Pokemon,Water,380,Stage1,ホエルコ,015,81,M5,アビスアイ,,Double rare,5ban Graphics,,J,holo,2026-05-22,data-asia/M/M5/015.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/015.ts
ja-M5-016,ja,ジーランス,Relicanth,ジーランス (Relicanth),verified_name_map,Pokemon,Water,100,Basic,,016,81,M5,アビスアイ,,Uncommon,Naoyo Kimura,,J,normal,2026-05-22,data-asia/M/M5/016.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/016.ts
ja-M5-017,ja,アシマリ,Popplio,アシマリ (Popplio),verified_name_map,Pokemon,Water,70,Basic,,017,81,M5,アビスアイ,,Common,Oswaldo KATO,,J,normal,2026-05-22,data-asia/M/M5/017.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/017.ts
ja-M5-018,ja,オシャマリ,Brionne,オシャマリ (Brionne),verified_name_map,Pokemon,Water,90,Stage1,アシマリ,018,81,M5,アビスアイ,,Common,MINAMINAMI Take,,J,normal,2026-05-22,data-asia/M/M5/018.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/018.ts
ja-M5-019,ja,アシレーヌ,Primarina,アシレーヌ (Primarina),verified_name_map,Pokemon,Water,150,Stage2,オシャマリ,019,81,M5,アビスアイ,,Rare,Taira Akitsu,,J,holo,2026-05-22,data-asia/M/M5/019.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/019.ts
ja-M5-020,ja,ナミイルカ,Finizen,ナミイルカ (Finizen),verified_name_map,Pokemon,Water,80,Basic,,020,81,M5,アビスアイ,,Common,Yukiko Baba,,J,normal,2026-05-22,data-asia/M/M5/020.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/020.ts
ja-M5-021,ja,イルカマン,Palafin,イルカマン (Palafin),verified_name_map,Pokemon,Water,150,Stage1,ナミイルカ,021,81,M5,アビスアイ,,Uncommon,satoma,,J,normal,2026-05-22,data-asia/M/M5/021.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/021.ts
ja-M5-022,ja,ラクライ,Electrike,ラクライ (Electrike),verified_name_map,Pokemon,Lightning,70,Basic,,022,81,M5,アビスアイ,,Common,Dsuke,,J,normal,2026-05-22,data-asia/M/M5/022.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/022.ts
ja-M5-023,ja,ライボルト,Manectric,ライボルト (Manectric),verified_name_map,Pokemon,Lightning,120,Stage1,ラクライ,023,81,M5,アビスアイ,,Uncommon,Uninori,,J,normal,2026-05-22,data-asia/M/M5/023.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/023.ts
ja-M5-024,ja,デンヂムシ,Charjabug,デンヂムシ (Charjabug),verified_name_map,Pokemon,Lightning,100,Stage1,アゴジムシ,024,81,M5,アビスアイ,,Common,Kazuhisa Uragami,,J,normal,2026-05-22,data-asia/M/M5/024.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/024.ts
ja-M5-025,ja,クワガノン,Vikavolt,クワガノン (Vikavolt),verified_name_map,Pokemon,Lightning,160,Stage2,デンヂムシ,025,81,M5,アビスアイ,,Uncommon,KEIICHIRO ITO,,J,normal,2026-05-22,data-asia/M/M5/025.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/025.ts
ja-M5-026,ja,メガゼラオラex,Zeraora,メガゼラオラex (Zeraora; species only),species_name_only,Pokemon,Lightning,270,Basic,,026,81,M5,アビスアイ,,Double rare,5ban Graphics,,J,holo,2026-05-22,data-asia/M/M5/026.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/026.ts
ja-M5-027,ja,ミライドン,Miraidon,ミライドン (Miraidon),verified_name_map,Pokemon,Lightning,120,Basic,,027,81,M5,アビスアイ,,Uncommon,mashu,,J,normal,2026-05-22,data-asia/M/M5/027.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/027.ts
ja-M5-028,ja,ヤドン,Slowpoke,ヤドン (Slowpoke),verified_name_map,Pokemon,Psychic,70,Basic,,028,81,M5,アビスアイ,,Common,Nelnal,,J,normal,2026-05-22,data-asia/M/M5/028.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/028.ts
ja-M5-029,ja,ヤドラン,Slowbro,ヤドラン (Slowbro),verified_name_map,Pokemon,Psychic,130,Stage1,ヤドン,029,81,M5,アビスアイ,,Uncommon,CHORISO,,J,normal,2026-05-22,data-asia/M/M5/029.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/029.ts
ja-M5-030,ja,ルージュラ,Jynx,ルージュラ (Jynx),verified_name_map,Pokemon,Psychic,100,Basic,,030,81,M5,アビスアイ,,Common,Yoshimoto Yoshimon,,J,normal,2026-05-22,data-asia/M/M5/030.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/030.ts
ja-M5-031,ja,カゲボウズ,Shuppet,カゲボウズ (Shuppet),verified_name_map,Pokemon,Psychic,50,Basic,,031,81,M5,アビスアイ,,Common,Bun Toujo,,J,normal,2026-05-22,data-asia/M/M5/031.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/031.ts
ja-M5-032,ja,ジュペッタ,Banette,ジュペッタ (Banette),verified_name_map,Pokemon,Psychic,80,Stage1,カゲボウズ,032,81,M5,アビスアイ,,Uncommon,Mugi Hamada,,J,normal,2026-05-22,data-asia/M/M5/032.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/032.ts
ja-M5-033,ja,ミカルゲ,Spiritomb,ミカルゲ (Spiritomb),verified_name_map,Pokemon,Psychic,60,Basic,,033,81,M5,アビスアイ,,Rare,danciao,,J,holo,2026-05-22,data-asia/M/M5/033.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/033.ts
ja-M5-034,ja,ヒトモシ,Litwick,ヒトモシ (Litwick),verified_name_map,Pokemon,Psychic,70,Basic,,034,81,M5,アビスアイ,,Common,HYOGONOSUKE,,J,normal,2026-05-22,data-asia/M/M5/034.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/034.ts
ja-M5-035,ja,ランプラー,Lampent,ランプラー (Lampent),verified_name_map,Pokemon,Psychic,90,Stage1,ヒトモシ,035,81,M5,アビスアイ,,Common,sowsow,,J,normal,2026-05-22,data-asia/M/M5/035.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/035.ts
ja-M5-036,ja,メガシャンデラex,Chandelure,メガシャンデラex (Chandelure; species only),species_name_only,Pokemon,Psychic,350,Stage2,ランプラー,036,81,M5,アビスアイ,,Double rare,5ban Graphics,,J,holo,2026-05-22,data-asia/M/M5/036.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/036.ts
ja-M5-037,ja,ダダリン,Dhelmise,ダダリン (Dhelmise),verified_name_map,Pokemon,Psychic,140,Basic,,037,81,M5,アビスアイ,,Uncommon,Oku,,J,normal,2026-05-22,data-asia/M/M5/037.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/037.ts
ja-M5-038,ja,マーシャドー,Marshadow,マーシャドー (Marshadow),verified_name_map,Pokemon,Psychic,90,Basic,,038,81,M5,アビスアイ,,Uncommon,Nakamura Ippan,,J,normal,2026-05-22,data-asia/M/M5/038.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/038.ts
ja-M5-039,ja,コノヨザル,Annihilape,コノヨザル (Annihilape),verified_name_map,Pokemon,Psychic,150,Stage2,オコリザル,039,81,M5,アビスアイ,,Uncommon,Haru Akasaka,,J,normal,2026-05-22,data-asia/M/M5/039.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/039.ts
ja-M5-040,ja,マンキー,Mankey,マンキー (Mankey),verified_name_map,Pokemon,Fighting,50,Basic,,040,81,M5,アビスアイ,,Common,Yuka Morii,,J,normal,2026-05-22,data-asia/M/M5/040.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/040.ts
ja-M5-041,ja,オコリザル,Primeape,オコリザル (Primeape),verified_name_map,Pokemon,Fighting,110,Stage1,マンキー,041,81,M5,アビスアイ,,Common,GOSSAN,,J,normal,2026-05-22,data-asia/M/M5/041.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/041.ts
ja-M5-042,ja,ズガイドス,Cranidos,ズガイドス (Cranidos),verified_name_map,Pokemon,Fighting,100,Stage1,,042,81,M5,アビスアイ,,Common,Hideki Ishikawa,,J,normal,2026-05-22,data-asia/M/M5/042.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/042.ts
ja-M5-043,ja,ラムパルドex,Rampardos ex,ラムパルドex (Rampardos ex),verified_name_map_with_suffix,Pokemon,Fighting,330,Stage2,ズガイドス,043,81,M5,アビスアイ,,Double rare,hncl,,J,holo,2026-05-22,data-asia/M/M5/043.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/043.ts
ja-M5-044,ja,モグリュー,Drilbur,モグリュー (Drilbur),verified_name_map,Pokemon,Fighting,70,Basic,,044,81,M5,アビスアイ,,Common,Atsushi Furusawa,,J,normal,2026-05-22,data-asia/M/M5/044.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/044.ts
ja-M5-045,ja,コライドン,Koraidon,コライドン (Koraidon),verified_name_map,Pokemon,Fighting,130,Basic,,045,81,M5,アビスアイ,,Uncommon,kodama,,J,normal,2026-05-22,data-asia/M/M5/045.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/045.ts
ja-M5-046,ja,メガダークライex,Darkrai,メガダークライex (Darkrai; species only),species_name_only,Pokemon,Darkness,280,Basic,,046,81,M5,アビスアイ,,Double rare,5ban Graphics,,J,holo,2026-05-22,data-asia/M/M5/046.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/046.ts
ja-M5-047,ja,バルチャイ,Vullaby,バルチャイ (Vullaby),verified_name_map,Pokemon,Darkness,70,Basic,,047,81,M5,アビスアイ,,Common,Shiburingaru,,J,normal,2026-05-22,data-asia/M/M5/047.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/047.ts
ja-M5-048,ja,バルジーナ,Mandibuzz,バルジーナ (Mandibuzz),verified_name_map,Pokemon,Darkness,120,Stage1,バルチャイ,048,81,M5,アビスアイ,,Common,Nisota Niso,,J,normal,2026-05-22,data-asia/M/M5/048.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/048.ts
ja-M5-049,ja,マーイーカ,Inkay,マーイーカ (Inkay),verified_name_map,Pokemon,Darkness,60,Basic,,049,81,M5,アビスアイ,,Common,Yuriko Akase,,J,normal,2026-05-22,data-asia/M/M5/049.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/049.ts
ja-M5-050,ja,カラマネロ,Malamar,カラマネロ (Malamar),verified_name_map,Pokemon,Darkness,120,Stage1,マーイーカ,050,81,M5,アビスアイ,,Uncommon,Naoki Saito,,J,normal,2026-05-22,data-asia/M/M5/050.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/050.ts
ja-M5-051,ja,クスネ,Nickit,クスネ (Nickit),verified_name_map,Pokemon,Darkness,70,Basic,,051,81,M5,アビスアイ,,Common,Krgc,,J,normal,2026-05-22,data-asia/M/M5/051.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/051.ts
ja-M5-052,ja,フォクスライ,Thievul,フォクスライ (Thievul),verified_name_map,Pokemon,Darkness,100,Stage1,クスネ,052,81,M5,アビスアイ,,Uncommon,GOTO minori,,J,normal,2026-05-22,data-asia/M/M5/052.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/052.ts
ja-M5-053,ja,モルペコex,Morpeko ex,モルペコex (Morpeko ex),verified_name_map_with_suffix,Pokemon,Darkness,180,Basic,,053,81,M5,アビスアイ,,Double rare,aky CG Works,,J,holo,2026-05-22,data-asia/M/M5/053.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/053.ts
ja-M5-054,ja,ザルード,Zarude,ザルード (Zarude),verified_name_map,Pokemon,Darkness,130,Basic,,054,81,M5,アビスアイ,,Uncommon,matazo,,J,normal,2026-05-22,data-asia/M/M5/054.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/054.ts
ja-M5-055,ja,オラチフ,Maschiff,オラチフ (Maschiff),verified_name_map,Pokemon,Darkness,70,Basic,,055,81,M5,アビスアイ,,Common,ryoma uratsuka,,J,normal,2026-05-22,data-asia/M/M5/055.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/055.ts
ja-M5-056,ja,マフィティフ,Mabosstiff,マフィティフ (Mabosstiff),verified_name_map,Pokemon,Darkness,140,Stage1,オラチフ,056,81,M5,アビスアイ,,Common,kawayoo,,J,normal,2026-05-22,data-asia/M/M5/056.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/056.ts
ja-M5-057,ja,イーユイ,Chi-Yu,イーユイ (Chi-Yu),verified_name_map,Pokemon,Darkness,90,Basic,,057,81,M5,アビスアイ,,Rare,IKEDA Saki,,J,holo,2026-05-22,data-asia/M/M5/057.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/057.ts
ja-M5-058,ja,エアームド,Skarmory,エアームド (Skarmory),verified_name_map,Pokemon,Metal,120,Basic,,058,81,M5,アビスアイ,,Common,Anesaki Dynamic,,J,normal,2026-05-22,data-asia/M/M5/058.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/058.ts
ja-M5-059,ja,タテトプス,Shieldon,タテトプス (Shieldon),verified_name_map,Pokemon,Metal,100,Stage1,,059,81,M5,アビスアイ,,Common,Kurata So,,J,normal,2026-05-22,data-asia/M/M5/059.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/059.ts
ja-M5-060,ja,トリデプス,Bastiodon,トリデプス (Bastiodon),verified_name_map,Pokemon,Metal,160,Stage2,タテトプス,060,81,M5,アビスアイ,,Rare,Kinu Nishimura,,J,holo,2026-05-22,data-asia/M/M5/060.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/060.ts
ja-M5-061,ja,ドーミラー,Bronzor,ドーミラー (Bronzor),verified_name_map,Pokemon,Metal,80,Basic,,061,81,M5,アビスアイ,,Common,Saboteri,,J,normal,2026-05-22,data-asia/M/M5/061.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/061.ts
ja-M5-062,ja,ドータクン,Bronzong,ドータクン (Bronzong),verified_name_map,Pokemon,Metal,130,Stage1,ドーミラー,062,81,M5,アビスアイ,,Uncommon,Uta,,J,normal,2026-05-22,data-asia/M/M5/062.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/062.ts
ja-M5-063,ja,メガドリュウズex,Excadrill,メガドリュウズex (Excadrill; species only),species_name_only,Pokemon,Metal,340,Stage1,モグリュー,063,81,M5,アビスアイ,,Double rare,Keisuke Azuma,,J,holo,2026-05-22,data-asia/M/M5/063.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/063.ts
ja-M5-064,ja,ツツケラ,Pikipek,ツツケラ (Pikipek),verified_name_map,Pokemon,Colorless,70,Basic,,064,81,M5,アビスアイ,,Common,Koji Nakata,,J,normal,2026-05-22,data-asia/M/M5/064.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/064.ts
ja-M5-065,ja,ケララッパ,Trumbeak,ケララッパ (Trumbeak),verified_name_map,Pokemon,Colorless,90,Stage1,ツツケラ,065,81,M5,アビスアイ,,Common,miki kudo,,J,normal,2026-05-22,data-asia/M/M5/065.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/065.ts
ja-M5-066,ja,ドデカバシ,Toucannon,ドデカバシ (Toucannon),verified_name_map,Pokemon,Colorless,150,Stage2,ケララッパ,066,81,M5,アビスアイ,,Uncommon,Masako Tomii,,J,normal,2026-05-22,data-asia/M/M5/066.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/066.ts
ja-M5-067,ja,タイプ：ヌル,Type: Null,タイプ：ヌル (Type: Null),verified_name_map,Pokemon,Colorless,110,Basic,,067,81,M5,アビスアイ,,Common,Ligton,,J,normal,2026-05-22,data-asia/M/M5/067.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/067.ts
ja-M5-068,ja,シルヴァディ,Silvally,シルヴァディ (Silvally),verified_name_map,Pokemon,Colorless,140,Stage1,タイプ：ヌル,068,81,M5,アビスアイ,,Rare,Takumi Wada,,J,holo,2026-05-22,data-asia/M/M5/068.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/068.ts
ja-M5-069,ja,オトシドリ,Bombirdier,オトシドリ (Bombirdier),verified_name_map,Pokemon,Colorless,100,Basic,,069,81,M5,アビスアイ,,Common,Wintr Wandr,,J,normal,2026-05-22,data-asia/M/M5/069.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/069.ts
ja-M5-070,ja,ダークベル,,ダークベル (English translation unavailable),untranslated,Trainer,,,,,070,81,M5,アビスアイ,,Uncommon,Toyste Beach,,J,normal,2026-05-22,data-asia/M/M5/070.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/070.ts
ja-M5-071,ja,古びたずがいの化石,,古びたずがいの化石 (English translation unavailable),untranslated,Trainer,,,,,071,81,M5,アビスアイ,,Common,AYUMI ODASHIMA,,J,normal,2026-05-22,data-asia/M/M5/071.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/071.ts
ja-M5-072,ja,古びたたての化石,,古びたたての化石 (English translation unavailable),untranslated,Trainer,,,,,072,81,M5,アビスアイ,,Common,AYUMI ODASHIMA,,J,normal,2026-05-22,data-asia/M/M5/072.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/072.ts
ja-M5-073,ja,ごうかいボム,,ごうかいボム (English translation unavailable),untranslated,Trainer,,,,,073,81,M5,アビスアイ,,Uncommon,inose yukie,,J,normal,2026-05-22,data-asia/M/M5/073.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/073.ts
ja-M5-074,ja,リトライバッジ,,リトライバッジ (English translation unavailable),untranslated,Trainer,,,,,074,81,M5,アビスアイ,,Uncommon,Toyste Beach,,J,normal,2026-05-22,data-asia/M/M5/074.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/074.ts
ja-M5-075,ja,カスミの元気,,カスミの元気 (English translation unavailable),untranslated,Trainer,,,,,075,81,M5,アビスアイ,,Uncommon,En Morikura,,J,normal,2026-05-22,data-asia/M/M5/075.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/075.ts
ja-M5-076,ja,グラジオの決戦,,グラジオの決戦 (English translation unavailable),untranslated,Trainer,,,,,076,81,M5,アビスアイ,,Uncommon,akagi,,J,normal,2026-05-22,data-asia/M/M5/076.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/076.ts
ja-M5-077,ja,サビ組のしたっぱ,,サビ組のしたっぱ (English translation unavailable),untranslated,Trainer,,,,,077,81,M5,アビスアイ,,Uncommon,Teeziro,,J,normal,2026-05-22,data-asia/M/M5/077.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/077.ts
ja-M5-078,ja,ムク,,ムク (English translation unavailable),untranslated,Trainer,,,,,078,81,M5,アビスアイ,,Uncommon,nagimiso,,J,normal,2026-05-22,data-asia/M/M5/078.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/078.ts
ja-M5-079,ja,化石採掘場,,化石採掘場 (English translation unavailable),untranslated,Trainer,,,,,079,81,M5,アビスアイ,,Uncommon,Oswaldo KATO,,J,normal,2026-05-22,data-asia/M/M5/079.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/079.ts
ja-M5-080,ja,ボルト雷エネルギー,,ボルト雷エネルギー (English translation unavailable),untranslated,Energy,,,,,080,81,M5,アビスアイ,,Rare,,,J,holo,2026-05-22,data-asia/M/M5/080.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/080.ts
ja-M5-081,ja,シャドー悪エネルギー,,シャドー悪エネルギー (English translation unavailable),untranslated,Energy,,,,,081,81,M5,アビスアイ,,Rare,,,J,holo,2026-05-22,data-asia/M/M5/081.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/081.ts
ja-M5-082,ja,カリキリ,Fomantis,カリキリ (Fomantis),verified_name_map,Pokemon,Grass,70,Basic,,082,81,M5,アビスアイ,,Illustration rare,Jiro Sasuno,,J,holo,2026-05-22,data-asia/M/M5/082.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/082.ts
ja-M5-083,ja,グレンアルマ,Armarouge,グレンアルマ (Armarouge),verified_name_map,Pokemon,Fire,140,Stage1,カルボウ,083,81,M5,アビスアイ,,Illustration rare,Iwamoto05,,J,holo,2026-05-22,data-asia/M/M5/083.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/083.ts
ja-M5-084,ja,トサキント,Goldeen,トサキント (Goldeen),verified_name_map,Pokemon,Water,70,Basic,,084,81,M5,アビスアイ,,Illustration rare,Gemi,,J,holo,2026-05-22,data-asia/M/M5/084.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/084.ts
ja-M5-085,ja,アシレーヌ,Primarina,アシレーヌ (Primarina),verified_name_map,Pokemon,Water,150,Stage2,オシャマリ,085,81,M5,アビスアイ,,Illustration rare,satoma,,J,holo,2026-05-22,data-asia/M/M5/085.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/085.ts
ja-M5-086,ja,ライボルト,Manectric,ライボルト (Manectric),verified_name_map,Pokemon,Lightning,120,Stage1,ラクライ,086,81,M5,アビスアイ,,Illustration rare,HICO KIM,,J,holo,2026-05-22,data-asia/M/M5/086.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/086.ts
ja-M5-087,ja,ヤドラン,Slowbro,ヤドラン (Slowbro),verified_name_map,Pokemon,Psychic,130,Stage1,ヤドン,087,81,M5,アビスアイ,,Illustration rare,Mekayu,,J,holo,2026-05-22,data-asia/M/M5/087.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/087.ts
ja-M5-088,ja,ダダリン,Dhelmise,ダダリン (Dhelmise),verified_name_map,Pokemon,Psychic,140,Basic,,088,81,M5,アビスアイ,,Illustration rare,Nakamura Ippan,,J,holo,2026-05-22,data-asia/M/M5/088.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/088.ts
ja-M5-089,ja,フォクスライ,Thievul,フォクスライ (Thievul),verified_name_map,Pokemon,Darkness,100,Stage1,クスネ,089,81,M5,アビスアイ,,Illustration rare,Jerky,,J,holo,2026-05-22,data-asia/M/M5/089.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/089.ts
ja-M5-090,ja,ザルード,Zarude,ザルード (Zarude),verified_name_map,Pokemon,Darkness,130,Basic,,090,81,M5,アビスアイ,,Illustration rare,IKEDA Saki,,J,holo,2026-05-22,data-asia/M/M5/090.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/090.ts
ja-M5-091,ja,トリデプス,Bastiodon,トリデプス (Bastiodon),verified_name_map,Pokemon,Metal,160,Stage2,タテトプス,091,81,M5,アビスアイ,,Illustration rare,Yoriyuki Ikegami,,J,holo,2026-05-22,data-asia/M/M5/091.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/091.ts
ja-M5-092,ja,ドデカバシ,Toucannon,ドデカバシ (Toucannon),verified_name_map,Pokemon,Colorless,150,Stage2,ケララッパ,092,81,M5,アビスアイ,,Illustration rare,miki kudo,,J,holo,2026-05-22,data-asia/M/M5/092.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/092.ts
ja-M5-093,ja,シルヴァディ,Silvally,シルヴァディ (Silvally),verified_name_map,Pokemon,Colorless,140,Stage1,タイプ：ヌル,093,81,M5,アビスアイ,,Illustration rare,DOM,,J,holo,2026-05-22,data-asia/M/M5/093.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/093.ts
ja-M5-094,ja,ラランテスex,Lurantis ex,ラランテスex (Lurantis ex),verified_name_map_with_suffix,Pokemon,Grass,260,Stage1,カリキリ,094,81,M5,アビスアイ,,Ultra Rare,5ban Graphics,,J,holo,2026-05-22,data-asia/M/M5/094.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/M/M5/094.ts
