#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes
164,en-swsh9tg-TG21,swsh9tg-TG21,Rapid Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG21,30,Ultra Rare,Rapid Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG21/30 pokemon card,,,
165,en-swsh9tg-TG22,swsh9tg-TG22,Umbreon V,Brilliant Stars Trainer Gallery,TG22,30,Ultra Rare,Umbreon V Brilliant Stars Trainer Gallery TG22/30 pokemon card,,,
166,en-swsh9tg-TG23,swsh9tg-TG23,Umbreon VMAX,Brilliant Stars Trainer Gallery,TG23,30,Ultra Rare,Umbreon VMAX Brilliant Stars Trainer Gallery TG23/30 pokemon card,,,
167,en-swsh9tg-TG24,swsh9tg-TG24,Acerola's Premonition,Brilliant Stars Trainer Gallery,TG24,30,Ultra Rare,Acerola's Premonition Brilliant Stars Trainer Gallery TG24/30 pokemon card,,,
168,en-swsh9tg-TG25,swsh9tg-TG25,Café Master,Brilliant Stars Trainer Gallery,TG25,30,Ultra Rare,Café Master Brilliant Stars Trainer Gallery TG25/30 pokemon card,,,
169,en-swsh9tg-TG26,swsh9tg-TG26,Gloria,Brilliant Stars Trainer Gallery,TG26,30,Ultra Rare,Gloria Brilliant Stars Trainer Gallery TG26/30 pokemon card,,,
170,en-swsh9tg-TG27,swsh9tg-TG27,Rapid Strike Style Mustard,Brilliant Stars Trainer Gallery,TG27,30,Ultra Rare,Rapid Strike Style Mustard Brilliant Stars Trainer Gallery TG27/30 pokemon card,,,
171,en-swsh9tg-TG28,swsh9tg-TG28,Single Strike Style Mustard,Brilliant Stars Trainer Gallery,TG28,30,Ultra Rare,Single Strike Style Mustard Brilliant Stars Trainer Gallery TG28/30 pokemon card,,,
172,en-swsh9tg-TG29,swsh9tg-TG29,Single Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG29,30,Secret Rare,Single Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG29/30 pokemon card,,,
173,en-swsh9tg-TG30,swsh9tg-TG30,Rapid Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG30,30,Secret Rare,Rapid Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG30/30 pokemon card,,,
174,en-cel25-25,cel25-25,Mew,Celebrations,25,25,Secret Rare,Mew Celebrations 25/25 pokemon card,,,
175,en-cel25cc-CC001,cel25cc-CC001,Blastoise,Celebrations Classic Collection,CC001,25,Classic Collection,Blastoise Celebrations Classic Collection CC001/25 pokemon card,,,
176,en-cel25cc-CC002,cel25cc-CC002,Charizard,Celebrations Classic Collection,CC002,25,Classic Collection,Charizard Celebrations Classic Collection CC002/25 pokemon card,,,
177,en-cel25cc-CC003,cel25cc-CC003,Venusaur,Celebrations Classic Collection,CC003,25,Classic Collection,Venusaur Celebrations Classic Collection CC003/25 pokemon card,,,
178,en-cel25cc-CC004,cel25cc-CC004,Imposter Professor Oak,Celebrations Classic Collection,CC004,25,Classic Collection,Imposter Professor Oak Celebrations Classic Collection CC004/25 pokemon card,,,
179,en-cel25cc-CC005,cel25cc-CC005,Dark Gyarados,Celebrations Classic Collection,CC005,25,Classic Collection,Dark Gyarados Celebrations Classic Collection CC005/25 pokemon card,,,
180,en-cel25cc-CC006,cel25cc-CC006,Here Comes Team Rocket!,Celebrations Classic Collection,CC006,25,Classic Collection,Here Comes Team Rocket! Celebrations Classic Collection CC006/25 pokemon card,,,
181,en-cel25cc-CC007,cel25cc-CC007,Rocket's Zapdos,Celebrations Classic Collection,CC007,25,Classic Collection,Rocket's Zapdos Celebrations Classic Collection CC007/25 pokemon card,,,
182,en-cel25cc-CC008,cel25cc-CC008,_____'s Pikachu,Celebrations Classic Collection,CC008,25,Classic Collection,_____'s Pikachu Celebrations Classic Collection CC008/25 pokemon card,,,
183,en-cel25cc-CC009,cel25cc-CC009,Cleffa,Celebrations Classic Collection,CC009,25,Classic Collection,Cleffa Celebrations Classic Collection CC009/25 pokemon card,,,
184,en-cel25cc-CC010,cel25cc-CC010,Shining Magikarp,Celebrations Classic Collection,CC010,25,Classic Collection,Shining Magikarp Celebrations Classic Collection CC010/25 pokemon card,,,
185,en-cel25cc-CC011,cel25cc-CC011,Team Magma's Groudon,Celebrations Classic Collection,CC011,25,Classic Collection,Team Magma's Groudon Celebrations Classic Collection CC011/25 pokemon card,,,
186,en-cel25cc-CC012,cel25cc-CC012,Rocket's Admin.,Celebrations Classic Collection,CC012,25,Classic Collection,Rocket's Admin. Celebrations Classic Collection CC012/25 pokemon card,,,
187,en-cel25cc-CC013,cel25cc-CC013,Mew ex,Celebrations Classic Collection,CC013,25,Classic Collection,Mew ex Celebrations Classic Collection CC013/25 pokemon card,,,
188,en-cel25cc-CC014,cel25cc-CC014,Gardevoir ex,Celebrations Classic Collection,CC014,25,Classic Collection,Gardevoir ex Celebrations Classic Collection CC014/25 pokemon card,,,
189,en-cel25cc-CC015,cel25cc-CC015,Umbreon ☆,Celebrations Classic Collection,CC015,25,Classic Collection,Umbreon ☆ Celebrations Classic Collection CC015/25 pokemon card,,,
190,en-cel25cc-CC016,cel25cc-CC016,Claydol,Celebrations Classic Collection,CC016,25,Classic Collection,Claydol Celebrations Classic Collection CC016/25 pokemon card,,,
191,en-cel25cc-CC017,cel25cc-CC017,Luxray GL LV.X,Celebrations Classic Collection,CC017,25,Classic Collection,Luxray GL LV.X Celebrations Classic Collection CC017/25 pokemon card,,,
192,en-cel25cc-CC018,cel25cc-CC018,Garchomp C LV.X,Celebrations Classic Collection,CC018,25,Classic Collection,Garchomp C LV.X Celebrations Classic Collection CC018/25 pokemon card,,,
193,en-cel25cc-CC019,cel25cc-CC019,Donphan,Celebrations Classic Collection,CC019,25,Classic Collection,Donphan Celebrations Classic Collection CC019/25 pokemon card,,,
194,en-cel25cc-CC020,cel25cc-CC020,Reshiram,Celebrations Classic Collection,CC020,25,Classic Collection,Reshiram Celebrations Classic Collection CC020/25 pokemon card,,,
195,en-cel25cc-CC021,cel25cc-CC021,Zekrom,Celebrations Classic Collection,CC021,25,Classic Collection,Zekrom Celebrations Classic Collection CC021/25 pokemon card,,,
196,en-cel25cc-CC022,cel25cc-CC022,Mewtwo EX,Celebrations Classic Collection,CC022,25,Classic Collection,Mewtwo EX Celebrations Classic Collection CC022/25 pokemon card,,,
197,en-cel25cc-CC023,cel25cc-CC023,Xerneas EX,Celebrations Classic Collection,CC023,25,Classic Collection,Xerneas EX Celebrations Classic Collection CC023/25 pokemon card,,,
198,en-cel25cc-CC024,cel25cc-CC024,M Rayquaza EX,Celebrations Classic Collection,CC024,25,Classic Collection,M Rayquaza EX Celebrations Classic Collection CC024/25 pokemon card,,,
199,en-cel25cc-CC025,cel25cc-CC025,Tapu Lele GX,Celebrations Classic Collection,CC025,25,Classic Collection,Tapu Lele GX Celebrations Classic Collection CC025/25 pokemon card,,,
200,en-swsh12.5gg-GG01,swsh12.5gg-GG01,Hisuian Voltorb,Crown Zenith Galarian Gallery,GG01,70,Rare,Hisuian Voltorb Crown Zenith Galarian Gallery GG01/70 pokemon card,,,
201,en-swsh12.5gg-GG02,swsh12.5gg-GG02,Kricketune,Crown Zenith Galarian Gallery,GG02,70,Rare,Kricketune Crown Zenith Galarian Gallery GG02/70 pokemon card,,,
202,en-swsh12.5gg-GG03,swsh12.5gg-GG03,Magmortar,Crown Zenith Galarian Gallery,GG03,70,Rare,Magmortar Crown Zenith Galarian Gallery GG03/70 pokemon card,,,
203,en-swsh12.5gg-GG04,swsh12.5gg-GG04,Oricorio,Crown Zenith Galarian Gallery,GG04,70,Rare,Oricorio Crown Zenith Galarian Gallery GG04/70 pokemon card,,,
204,en-swsh12.5gg-GG05,swsh12.5gg-GG05,Lapras,Crown Zenith Galarian Gallery,GG05,70,Rare,Lapras Crown Zenith Galarian Gallery GG05/70 pokemon card,,,
205,en-swsh12.5gg-GG06,swsh12.5gg-GG06,Manaphy,Crown Zenith Galarian Gallery,GG06,70,Rare,Manaphy Crown Zenith Galarian Gallery GG06/70 pokemon card,,,
206,en-swsh12.5gg-GG07,swsh12.5gg-GG07,Keldeo,Crown Zenith Galarian Gallery,GG07,70,Rare,Keldeo Crown Zenith Galarian Gallery GG07/70 pokemon card,,,
207,en-swsh12.5gg-GG08,swsh12.5gg-GG08,Electivire,Crown Zenith Galarian Gallery,GG08,70,Rare,Electivire Crown Zenith Galarian Gallery GG08/70 pokemon card,,,
208,en-swsh12.5gg-GG09,swsh12.5gg-GG09,Toxtricity,Crown Zenith Galarian Gallery,GG09,70,Rare,Toxtricity Crown Zenith Galarian Gallery GG09/70 pokemon card,,,
209,en-swsh12.5gg-GG10,swsh12.5gg-GG10,Mew,Crown Zenith Galarian Gallery,GG10,70,Rare,Mew Crown Zenith Galarian Gallery GG10/70 pokemon card,,,
210,en-swsh12.5gg-GG11,swsh12.5gg-GG11,Lunatone,Crown Zenith Galarian Gallery,GG11,70,Rare,Lunatone Crown Zenith Galarian Gallery GG11/70 pokemon card,,,
211,en-swsh12.5gg-GG12,swsh12.5gg-GG12,Deoxys,Crown Zenith Galarian Gallery,GG12,70,Rare,Deoxys Crown Zenith Galarian Gallery GG12/70 pokemon card,,,
212,en-swsh12.5gg-GG13,swsh12.5gg-GG13,Diancie,Crown Zenith Galarian Gallery,GG13,70,Rare,Diancie Crown Zenith Galarian Gallery GG13/70 pokemon card,,,
213,en-swsh12.5gg-GG14,swsh12.5gg-GG14,Comfey,Crown Zenith Galarian Gallery,GG14,70,Rare,Comfey Crown Zenith Galarian Gallery GG14/70 pokemon card,,,
214,en-swsh12.5gg-GG15,swsh12.5gg-GG15,Solrock,Crown Zenith Galarian Gallery,GG15,70,Rare,Solrock Crown Zenith Galarian Gallery GG15/70 pokemon card,,,
215,en-swsh12.5gg-GG16,swsh12.5gg-GG16,Absol,Crown Zenith Galarian Gallery,GG16,70,Rare,Absol Crown Zenith Galarian Gallery GG16/70 pokemon card,,,
216,en-swsh12.5gg-GG17,swsh12.5gg-GG17,Thievul,Crown Zenith Galarian Gallery,GG17,70,Rare,Thievul Crown Zenith Galarian Gallery GG17/70 pokemon card,,,
217,en-swsh12.5gg-GG18,swsh12.5gg-GG18,Magnezone,Crown Zenith Galarian Gallery,GG18,70,Rare,Magnezone Crown Zenith Galarian Gallery GG18/70 pokemon card,,,
218,en-swsh12.5gg-GG19,swsh12.5gg-GG19,Altaria,Crown Zenith Galarian Gallery,GG19,70,Rare,Altaria Crown Zenith Galarian Gallery GG19/70 pokemon card,,,
219,en-swsh12.5gg-GG20,swsh12.5gg-GG20,Latias,Crown Zenith Galarian Gallery,GG20,70,Rare,Latias Crown Zenith Galarian Gallery GG20/70 pokemon card,,,
220,en-swsh12.5gg-GG21,swsh12.5gg-GG21,Hisuian Goodra,Crown Zenith Galarian Gallery,GG21,70,Rare,Hisuian Goodra Crown Zenith Galarian Gallery GG21/70 pokemon card,,,
221,en-swsh12.5gg-GG22,swsh12.5gg-GG22,Ditto,Crown Zenith Galarian Gallery,GG22,70,Rare,Ditto Crown Zenith Galarian Gallery GG22/70 pokemon card,,,
222,en-swsh12.5gg-GG23,swsh12.5gg-GG23,Dunsparce,Crown Zenith Galarian Gallery,GG23,70,Rare,Dunsparce Crown Zenith Galarian Gallery GG23/70 pokemon card,,,
223,en-swsh12.5gg-GG24,swsh12.5gg-GG24,Miltank,Crown Zenith Galarian Gallery,GG24,70,Rare,Miltank Crown Zenith Galarian Gallery GG24/70 pokemon card,,,
224,en-swsh12.5gg-GG25,swsh12.5gg-GG25,Bibarel,Crown Zenith Galarian Gallery,GG25,70,Rare,Bibarel Crown Zenith Galarian Gallery GG25/70 pokemon card,,,
225,en-swsh12.5gg-GG26,swsh12.5gg-GG26,Riolu,Crown Zenith Galarian Gallery,GG26,70,Rare,Riolu Crown Zenith Galarian Gallery GG26/70 pokemon card,,,
226,en-swsh12.5gg-GG27,swsh12.5gg-GG27,Swablu,Crown Zenith Galarian Gallery,GG27,70,Rare,Swablu Crown Zenith Galarian Gallery GG27/70 pokemon card,,,
227,en-swsh12.5gg-GG28,swsh12.5gg-GG28,Duskull,Crown Zenith Galarian Gallery,GG28,70,Rare,Duskull Crown Zenith Galarian Gallery GG28/70 pokemon card,,,
228,en-swsh12.5gg-GG29,swsh12.5gg-GG29,Bidoof,Crown Zenith Galarian Gallery,GG29,70,Rare,Bidoof Crown Zenith Galarian Gallery GG29/70 pokemon card,,,
229,en-swsh12.5gg-GG30,swsh12.5gg-GG30,Pikachu,Crown Zenith Galarian Gallery,GG30,70,Rare,Pikachu Crown Zenith Galarian Gallery GG30/70 pokemon card,,,
230,en-swsh12.5gg-GG31,swsh12.5gg-GG31,Turtwig,Crown Zenith Galarian Gallery,GG31,70,Rare,Turtwig Crown Zenith Galarian Gallery GG31/70 pokemon card,,,
231,en-swsh12.5gg-GG32,swsh12.5gg-GG32,Paras,Crown Zenith Galarian Gallery,GG32,70,Rare,Paras Crown Zenith Galarian Gallery GG32/70 pokemon card,,,
232,en-swsh12.5gg-GG33,swsh12.5gg-GG33,Poochyena,Crown Zenith Galarian Gallery,GG33,70,Rare,Poochyena Crown Zenith Galarian Gallery GG33/70 pokemon card,,,
233,en-swsh12.5gg-GG34,swsh12.5gg-GG34,Mareep,Crown Zenith Galarian Gallery,GG34,70,Rare,Mareep Crown Zenith Galarian Gallery GG34/70 pokemon card,,,
234,en-swsh12.5gg-GG35,swsh12.5gg-GG35,Leafeon VSTAR,Crown Zenith Galarian Gallery,GG35,70,Ultra Rare,Leafeon VSTAR Crown Zenith Galarian Gallery GG35/70 pokemon card,,,
235,en-swsh12.5gg-GG36,swsh12.5gg-GG36,Entei V,Crown Zenith Galarian Gallery,GG36,70,Ultra Rare,Entei V Crown Zenith Galarian Gallery GG36/70 pokemon card,,,
236,en-swsh12.5gg-GG37,swsh12.5gg-GG37,Simisear VSTAR,Crown Zenith Galarian Gallery,GG37,70,Ultra Rare,Simisear VSTAR Crown Zenith Galarian Gallery GG37/70 pokemon card,,,
237,en-swsh12.5gg-GG38,swsh12.5gg-GG38,Suicune V,Crown Zenith Galarian Gallery,GG38,70,Ultra Rare,Suicune V Crown Zenith Galarian Gallery GG38/70 pokemon card,,,
238,en-swsh12.5gg-GG39,swsh12.5gg-GG39,Lumineon V,Crown Zenith Galarian Gallery,GG39,70,Ultra Rare,Lumineon V Crown Zenith Galarian Gallery GG39/70 pokemon card,,,
239,en-swsh12.5gg-GG40,swsh12.5gg-GG40,Glaceon VSTAR,Crown Zenith Galarian Gallery,GG40,70,Ultra Rare,Glaceon VSTAR Crown Zenith Galarian Gallery GG40/70 pokemon card,,,
240,en-swsh12.5gg-GG41,swsh12.5gg-GG41,Raikou V,Crown Zenith Galarian Gallery,GG41,70,Ultra Rare,Raikou V Crown Zenith Galarian Gallery GG41/70 pokemon card,,,
241,en-swsh12.5gg-GG42,swsh12.5gg-GG42,Zeraora VMAX,Crown Zenith Galarian Gallery,GG42,70,Ultra Rare,Zeraora VMAX Crown Zenith Galarian Gallery GG42/70 pokemon card,,,
242,en-swsh12.5gg-GG43,swsh12.5gg-GG43,Zeraora VSTAR,Crown Zenith Galarian Gallery,GG43,70,Ultra Rare,Zeraora VSTAR Crown Zenith Galarian Gallery GG43/70 pokemon card,,,
243,en-swsh12.5gg-GG44,swsh12.5gg-GG44,Mewtwo VSTAR,Crown Zenith Galarian Gallery,GG44,70,Ultra Rare,Mewtwo VSTAR Crown Zenith Galarian Gallery GG44/70 pokemon card,,,
244,en-swsh12.5gg-GG45,swsh12.5gg-GG45,Deoxys VMAX,Crown Zenith Galarian Gallery,GG45,70,Ultra Rare,Deoxys VMAX Crown Zenith Galarian Gallery GG45/70 pokemon card,,,
245,en-swsh12.5gg-GG46,swsh12.5gg-GG46,Deoxys VSTAR,Crown Zenith Galarian Gallery,GG46,70,Ultra Rare,Deoxys VSTAR Crown Zenith Galarian Gallery GG46/70 pokemon card,,,
246,en-swsh12.5gg-GG47,swsh12.5gg-GG47,Hatterene VMAX,Crown Zenith Galarian Gallery,GG47,70,Ultra Rare,Hatterene VMAX Crown Zenith Galarian Gallery GG47/70 pokemon card,,,
247,en-swsh12.5gg-GG48,swsh12.5gg-GG48,Zacian V,Crown Zenith Galarian Gallery,GG48,70,Ultra Rare,Zacian V Crown Zenith Galarian Gallery GG48/70 pokemon card,,,
248,en-swsh12.5gg-GG49,swsh12.5gg-GG49,Drapion V,Crown Zenith Galarian Gallery,GG49,70,Ultra Rare,Drapion V Crown Zenith Galarian Gallery GG49/70 pokemon card,,,
249,en-swsh12.5gg-GG50,swsh12.5gg-GG50,Darkrai VSTAR,Crown Zenith Galarian Gallery,GG50,70,Ultra Rare,Darkrai VSTAR Crown Zenith Galarian Gallery GG50/70 pokemon card,,,
250,en-swsh12.5gg-GG51,swsh12.5gg-GG51,Hisuian Samurott V,Crown Zenith Galarian Gallery,GG51,70,Ultra Rare,Hisuian Samurott V Crown Zenith Galarian Gallery GG51/70 pokemon card,,,
